listing_id,title,description,property_type,area,lat,lon,bedrooms,size_sqft,furnished,building_age_years,floor,price_aed_month,agent_name,listed_date,status,is_suspicious_truth,dup_group_truth
2265,Must See! Studio Available in Dubai Silicon Oasis,"Covered parking included. Landlord maintained, no agency fees.",Studio,Dubai Silicon Oasis,25.11692,55.39648,0,429,1,20,11,2000,Hassan Ali,2026-06-01,active,0,301
387,Spacious Villa in Al Furjan | Ready to Move,Available for immediate move-in. Balcony with community view. Pet friendly building. Recently renovated kitchen and bathrooms.,Villa,Al Furjan,25.03144,55.1649,5,5011,1,13,0,25250,Elena Popescu,2026-02-16,active,0,387
1402,Chiller Free Villa in Dubai Marina,Covered parking included. Shared pool and gym access. Close to metro station and community mall.,Villa,Dubai Marina,25.07145,55.1319,5,3731,0,18,0,32000,Noor Abdullah,2026-07-30,active,0,1402
701,Studio for Rent in Dubai Silicon Oasis - Prime Location,"Landlord maintained, no agency fees. Covered parking included. Pet friendly building. Balcony with community view.",Studio,Dubai Silicon Oasis,25.12687,55.38639,0,517,0,1,21,2500,Michael Costa,2026-05-02,active,0,701
31,Exclusive 3BR Apartment in Al Furjan | High Floor,"Balcony with community view. Pet friendly building. Landlord maintained, no agency fees. Near international schools.",3BR Apartment,Al Furjan,25.02511,55.16905,3,1951,0,17,39,10750,Daniel Reyes,2026-04-10,active,0,31
498,3BR Apartment for Rent in Mirdif - Prime Location,"Built-in wardrobes throughout. Shared pool and gym access. Available for immediate move-in. Landlord maintained, no agency fees.",3BR Apartment,Mirdif,25.22391,55.42419,4,2086,1,4,35,10750,Grace Okafor,2026-05-28,active,0,498
1664,Spacious Townhouse in Dubai Silicon Oasis | Ready to Move,Recently renovated kitchen and bathrooms. Near international schools.,Townhouse,Dubai Silicon Oasis,25.11273,55.36161,4,1905,1,2,0,8250,Fatima Al-Suwaidi,2026-01-10,active,0,1664
1148,Best Deal! 2BR Apartment in Downtown Dubai,"Recently renovated kitchen and bathrooms. Landlord maintained, no agency fees. Covered parking included.",2BR Apartment,Downtown Dubai,25.18418,55.28162,2,1098,0,19,14,9500,Omar Farouk,2026-02-19,active,0,1148
2117,3BR Apartment for Rent in Arabian Ranches - Prime Location,"Balcony with community view. Near international schools. Landlord maintained, no agency fees.",3BR Apartment,Arabian Ranches,25.07511,55.28934,4,2072,0,9,28,12500,Fatima Al-Suwaidi,2026-01-08,active,0,2117
2089,Chiller Free 1BR Apartment in Jumeirah Village Circle,Near international schools. Pet friendly building.,1BR Apartment,Jumeirah Village Circle,25.06892,55.20046,2,706,1,13,18,4250,Ravi Shankar,2026-02-15,active,0,2089
1835,Studio with Full Amenities - Al Furjan,"Landlord maintained, no agency fees. Built-in wardrobes throughout. Near international schools.",Studio,Al Furjan,25.01242,55.16746,0,518,0,22,40,2500,Michael Costa,2026-08-04,active,0,1835
1178,3BR Apartment with Full Amenities - Discovery Gardens,Covered parking included. Shared pool and gym access. Close to metro station and community mall.,3BR Apartment,Discovery Gardens,25.06396,55.12663,3,1514,0,3,37,7000,Yusuf Karimi,2026-01-02,active,0,1178
221,Exclusive Villa in Discovery Gardens | High Floor,Available for immediate move-in. Near international schools. Shared pool and gym access. Pet friendly building.,Villa,Discovery Gardens,25.01544,55.12472,5,3528,0,22,0,16250,Yusuf Karimi,2026-05-24,active,0,221
2163,3BR Apartment for Rent in Al Furjan - Prime Location,Available for immediate move-in. Shared pool and gym access. Balcony with community view.,3BR Apartment,Al Furjan,25.00302,55.13109,4,1595,1,9,40,7750,Yusuf Karimi,2026-04-03,active,0,2163
2083,Townhouse with Full Amenities - Downtown Dubai,"Near international schools. Landlord maintained, no agency fees. Balcony with community view. Built-in wardrobes throughout.",Townhouse,Downtown Dubai,25.19495,55.27868,3,2315,0,13,0,21500,Anjali Menon,2026-07-16,active,0,2083
1749,Spacious Villa in Dubai Marina | Ready to Move,Balcony with community view. Available for immediate move-in. Covered parking included.,Villa,Dubai Marina,25.09669,55.1286,6,3796,1,16,0,39250,Omar Farouk,2026-04-23,active,0,1749
338,"Upgraded 3BR Apartment in Dubai Silicon Oasis, Motivated Seller",Near international schools. Shared pool and gym access. Close to metro station and community mall.,3BR Apartment,Dubai Silicon Oasis,25.13001,55.40524,3,1846,0,2,35,7250,Ravi Shankar,2026-02-01,active,0,338
1197,Spacious 1BR Apartment in Business Bay | Ready to Move,Pet friendly building. Covered parking included. Near international schools.,1BR Apartment,Business Bay,25.18679,55.24555,1,875,0,7,41,6250,Michael Costa,2026-03-27,active,0,1197
2625,URGENT SALE Chiller Free 2BR Apartment in Dubai Marina,Available for immediate move-in. Covered parking included. Balcony with community view.,2BR Apartment,Dubai Marina,25.10297,55.15431,3,1159,0,10,7,4909,Elena Popescu,2026-01-06,active,1,2625
35,Exclusive Studio in Dubai Sports City | High Floor,Pet friendly building. Balcony with community view. Shared pool and gym access.,Studio,Dubai Sports City,25.02911,55.21889,0,468,0,21,24,1500,Omar Farouk,2026-05-06,active,0,35
2252,Brand New Listing: Townhouse in Dubai Sports City,Shared pool and gym access. Recently renovated kitchen and bathrooms. Covered parking included.,Townhouse,Dubai Sports City,25.03083,55.2274,4,2569,0,3,0,12000,Yusuf Karimi,2026-01-14,active,0,1138
521,Studio for Rent in Al Furjan - Prime Location,Pet friendly building. Balcony with community view. Available for immediate move-in.,Studio,Al Furjan,25.01609,55.1454,0,504,1,21,17,2250,Fatima Al-Suwaidi,2026-07-27,active,0,521
1766,Stunning Villa | Al Furjan | Vacant Soon,Recently renovated kitchen and bathrooms. Balcony with community view.,Villa,Al Furjan,24.9997,55.13197,4,3520,0,13,0,17500,Hassan Ali,2026-03-16,active,0,1766
1409,Chiller Free 1BR Apartment in Al Furjan,"Balcony with community view. Landlord maintained, no agency fees. Available for immediate move-in.",1BR Apartment,Al Furjan,24.99972,55.12805,2,673,1,4,39,3500,Omar Farouk,2026-02-10,active,0,1409
2071,Exclusive 3BR Apartment in Jumeirah Village Circle | High Floor,Balcony with community view. Shared pool and gym access. Pet friendly building.,3BR Apartment,Jumeirah Village Circle,25.04419,55.18509,3,1879,0,17,27,9500,Michael Costa,2026-03-27,active,0,2071
1121,Chiller Free 2BR Apartment in Al Furjan,Available for immediate move-in. Pet friendly building. Covered parking included. Shared pool and gym access.,2BR Apartment,Al Furjan,25.01408,55.14006,3,1106,0,21,1,4250,Yusuf Karimi,2026-08-27,active,0,1121
1971,2BR Apartment with Full Amenities - Dubai Sports City,Built-in wardrobes throughout. Recently renovated kitchen and bathrooms. Close to metro station and community mall. Pet friendly building.,2BR Apartment,Dubai Sports City,25.02675,55.21784,3,1294,0,0,16,6250,Anjali Menon,2026-06-30,active,0,1971
1660,Exclusive Studio in Dubai Sports City | High Floor,Covered parking included. Balcony with community view.,Studio,Dubai Sports City,25.04163,55.23325,0,438,0,19,19,1500,Hassan Ali,2026-01-02,active,0,1660
556,Chiller Free Villa in Dubai Sports City,"Close to metro station and community mall. Landlord maintained, no agency fees. Covered parking included.",Villa,Dubai Sports City,25.05529,55.22084,4,3328,0,16,0,14500,Anjali Menon,2026-06-24,active,0,556
513,2BR Apartment for Rent in Jumeirah Village Circle - Prime Location,Balcony with community view. Available for immediate move-in.,2BR Apartment,Jumeirah Village Circle,25.06892,55.19963,3,1277,1,10,18,6500,Anjali Menon,2026-02-26,active,0,513
1221,Exclusive Villa in Arabian Ranches | High Floor,Available for immediate move-in. Shared pool and gym access. Balcony with community view. Covered parking included.,Villa,Arabian Ranches,25.0355,55.27121,5,4680,0,12,0,24500,Grace Okafor,2026-07-17,active,0,1221
1565,Villa with Full Amenities - Dubai Silicon Oasis,Close to metro station and community mall. Built-in wardrobes throughout. Covered parking included.,Villa,Dubai Silicon Oasis,25.12769,55.40192,4,3791,1,16,0,15500,Fatima Al-Suwaidi,2026-03-25,active,0,1565
467,"Upgraded 1BR Apartment in Arabian Ranches, Motivated Seller","Landlord maintained, no agency fees. Shared pool and gym access. Available for immediate move-in. Recently renovated kitchen and bathrooms.",1BR Apartment,Arabian Ranches,25.07363,55.24859,2,864,0,12,35,5000,Priya Nair,2026-02-05,active,0,467
634,Townhouse with Full Amenities - Discovery Gardens,Covered parking included. Near international schools.,Townhouse,Discovery Gardens,25.03946,55.12181,4,2321,1,0,0,12500,Priya Nair,2026-04-23,active,0,634
776,2BR Apartment with Full Amenities - Business Bay,Pet friendly building. Shared pool and gym access. Built-in wardrobes throughout.,2BR Apartment,Business Bay,25.16422,55.2756,3,1385,1,16,18,13000,Michael Costa,2026-06-16,active,0,776
2047,Spacious Villa in Business Bay | Ready to Move,Close to metro station and community mall. Pet friendly building. Balcony with community view. Recently renovated kitchen and bathrooms.,Villa,Business Bay,25.20819,55.28598,5,5107,0,13,0,38500,Elena Popescu,2026-07-14,active,0,2047
2134,"Upgraded Studio in Dubai Silicon Oasis, Motivated Seller","Landlord maintained, no agency fees. Available for immediate move-in.",Studio,Dubai Silicon Oasis,25.1103,55.38244,0,412,0,12,22,1500,Omar Farouk,2026-06-04,active,0,2134
647,Spacious Villa in Business Bay | Ready to Move,Available for immediate move-in. Balcony with community view. Recently renovated kitchen and bathrooms. Built-in wardrobes throughout.,Villa,Business Bay,25.19161,55.25766,6,3905,0,2,0,26250,Layla Haddad,2026-04-17,active,0,647
244,Townhouse for Rent in Downtown Dubai - Prime Location,Pet friendly building. Balcony with community view.,Townhouse,Downtown Dubai,25.2173,55.27636,3,2316,0,4,0,27000,Layla Haddad,2026-06-03,active,0,244
476,Best Deal! Villa in Mirdif,Built-in wardrobes throughout. Covered parking included.,Villa,Mirdif,25.2018,55.3969,4,3221,0,9,0,13750,Grace Okafor,2026-04-07,active,0,476
3,"Upgraded Townhouse in Arabian Ranches, Motivated Seller",Covered parking included. Recently renovated kitchen and bathrooms. Close to metro station and community mall. Built-in wardrobes throughout.,Townhouse,Arabian Ranches,25.03759,55.25987,3,2070,0,14,0,12500,Fatima Al-Suwaidi,2026-05-22,active,0,3
489,Villa with Full Amenities - Al Furjan,"Near international schools. Available for immediate move-in. Shared pool and gym access. Landlord maintained, no agency fees.",Villa,Al Furjan,25.0138,55.14428,6,5200,0,2,0,26500,Anjali Menon,2026-08-01,active,0,489
673,Chiller Free Studio in Al Furjan,"Shared pool and gym access. Pet friendly building. Covered parking included. Landlord maintained, no agency fees.",Studio,Al Furjan,25.04425,55.14308,0,442,1,17,24,2000,Elena Popescu,2026-02-24,active,0,673
319,Exclusive Townhouse in Al Furjan | High Floor,"Landlord maintained, no agency fees. Built-in wardrobes throughout. Covered parking included.",Townhouse,Al Furjan,25.00705,55.15718,4,2223,1,7,0,12000,Chen Wei,2026-07-28,active,0,319
1937,Stunning Townhouse | Mirdif | Vacant Soon,Recently renovated kitchen and bathrooms. Covered parking included.,Townhouse,Mirdif,25.19488,55.4151,4,2114,1,7,0,10000,Daniel Reyes,2026-02-15,active,0,1937
1310,Exclusive Studio in Dubai Sports City | High Floor,Near international schools. Shared pool and gym access. Covered parking included.,Studio,Dubai Sports City,25.04178,55.21222,0,461,0,3,37,2500,Sofia Marchetti,2026-05-28,active,0,1310
1822,Best Deal! 2BR Apartment in Arabian Ranches,Pet friendly building. Recently renovated kitchen and bathrooms. Close to metro station and community mall. Near international schools.,2BR Apartment,Arabian Ranches,25.0535,55.25588,3,1220,0,10,12,9250,Hassan Ali,2026-01-09,active,0,1822
931,3BR Apartment for Rent in Dubai Marina - Prime Location,Covered parking included. Pet friendly building.,3BR Apartment,Dubai Marina,25.05922,55.14869,4,1515,1,13,16,16000,Anjali Menon,2026-03-30,active,0,931
1213,"Upgraded 2BR Apartment in Jumeirah Village Circle, Motivated Seller",Available for immediate move-in. Near international schools.,2BR Apartment,Jumeirah Village Circle,25.07714,55.19213,2,978,0,13,20,5750,Michael Costa,2026-02-25,active,0,1213
1752,Chiller Free 2BR Apartment in Arabian Ranches,"Close to metro station and community mall. Near international schools. Recently renovated kitchen and bathrooms. Landlord maintained, no agency fees.",2BR Apartment,Arabian Ranches,25.04698,55.29395,2,1122,1,13,34,8250,Elena Popescu,2026-08-17,active,0,1752
2448,"Hot Deal - Villa in Dubai Sports City, Call Now",Balcony with community view. Shared pool and gym access.,Villa,Dubai Sports City,25.06561,55.22169,5,4211,0,2,0,17000,Fatima Al-Suwaidi,2026-07-17,active,0,967
1479,2BR Apartment for Rent in Discovery Gardens - Prime Location,Balcony with community view. Pet friendly building.,2BR Apartment,Discovery Gardens,25.03898,55.15331,2,1271,1,2,34,7750,Elena Popescu,2026-02-27,active,0,1479
1603,Best Deal! 2BR Apartment in Al Furjan,Available for immediate move-in. Built-in wardrobes throughout. Near international schools.,2BR Apartment,Al Furjan,25.04556,55.15772,2,1180,1,21,23,5750,Noor Abdullah,2026-04-10,active,0,1603
2354,Brand New Listing: Townhouse in Dubai Silicon Oasis,Close to metro station and community mall. Recently renovated kitchen and bathrooms.,Townhouse,Dubai Silicon Oasis,25.14073,55.3861,4,2498,0,15,0,11000,Fatima Al-Suwaidi,2026-08-09,active,0,1026
197,3BR Apartment with Full Amenities - Dubai Marina,Shared pool and gym access. Built-in wardrobes throughout. Pet friendly building.,3BR Apartment,Dubai Marina,25.0681,55.13863,4,1535,0,19,1,11250,Noor Abdullah,2026-07-01,active,0,197
223,Spacious Townhouse in Downtown Dubai | Ready to Move,Near international schools. Covered parking included.,Townhouse,Downtown Dubai,25.20323,55.28845,4,2512,1,21,0,22750,Daniel Reyes,2026-06-25,active,0,223
2188,Best Deal! Townhouse in Dubai Marina,Pet friendly building. Balcony with community view.,Townhouse,Dubai Marina,25.09576,55.16019,4,2563,1,3,0,25500,Fatima Al-Suwaidi,2026-06-13,active,0,2188
1321,Best Deal! 3BR Apartment in Mirdif,"Landlord maintained, no agency fees. Pet friendly building. Near international schools. Shared pool and gym access.",3BR Apartment,Mirdif,25.24166,55.43558,4,1668,0,2,19,8250,Omar Farouk,2026-02-23,active,0,1321
2098,Best Deal! 2BR Apartment in Dubai Silicon Oasis,"Built-in wardrobes throughout. Landlord maintained, no agency fees.",2BR Apartment,Dubai Silicon Oasis,25.12335,55.38604,2,1287,0,13,14,5750,Ravi Shankar,2026-02-13,active,0,2098
1356,Spacious 3BR Apartment in Discovery Gardens | Ready to Move,Shared pool and gym access. Built-in wardrobes throughout.,3BR Apartment,Discovery Gardens,25.06326,55.15686,4,1860,1,4,38,11250,Michael Costa,2026-03-03,active,0,1356
48,3BR Apartment for Rent in Discovery Gardens - Prime Location,Recently renovated kitchen and bathrooms. Balcony with community view. Pet friendly building.,3BR Apartment,Discovery Gardens,25.06143,55.13399,4,1524,1,20,39,8500,Hassan Ali,2026-02-27,active,0,48
1264,"Upgraded Villa in Jumeirah Lake Towers, Motivated Seller",Built-in wardrobes throughout. Close to metro station and community mall. Near international schools. Pet friendly building.,Villa,Jumeirah Lake Towers,25.0512,55.15882,6,3492,0,22,0,23750,Layla Haddad,2026-04-13,active,0,1264
823,Villa with Full Amenities - Downtown Dubai,Recently renovated kitchen and bathrooms. Shared pool and gym access. Close to metro station and community mall.,Villa,Downtown Dubai,25.19307,55.27748,6,3321,0,16,0,38500,Michael Costa,2026-02-10,active,0,823
122,Spacious Studio in Dubai Sports City | Ready to Move,Available for immediate move-in. Near international schools.,Studio,Dubai Sports City,25.03201,55.23862,0,494,0,22,4,2000,Hassan Ali,2026-07-13,active,0,122
2590,URGENT SALE Chiller Free 3BR Apartment in Jumeirah Lake Towers,Available for immediate move-in. Close to metro station and community mall.,3BR Apartment,Jumeirah Lake Towers,25.08739,55.15191,4,1888,0,12,35,5494,Yusuf Karimi,2026-03-02,active,1,2590
2496,Jumeirah Lake Towers 1BR Apartment - Negotiable Price,"Landlord maintained, no agency fees. Balcony with community view.",1BR Apartment,Jumeirah Lake Towers,25.07159,55.12826,1,793,0,4,19,5000,Noor Abdullah,2026-04-01,active,0,1514
